RegionID,SizeRank,RegionName,StateName,RegionName,,Zillow Link
394972,136,"Peoria,IL",IL,Peoria,IL,https://www.zillow.com/Peoria-IL
394974,8,"Philadelphia,PA",PA,Philadelphia,PA,https://www.zillow.com/Philadelphia-PA
394976,10,"Phoenix,AZ",AZ,Phoenix,AZ,https://www.zillow.com/Phoenix-AZ
394980,416,"PineBluff,AR",AR,PineBluff,AR,https://www.zillow.com/PineBluff-AR
753912,373,"Pinehurst,NC",NC,Pinehurst,NC,https://www.zillow.com/Pinehurst-NC
394982,28,"Pittsburgh,PA",PA,Pittsburgh,PA,https://www.zillow.com/Pittsburgh-PA
394983,330,"Pittsfield,MA",MA,Pittsfield,MA,https://www.zillow.com/Pittsfield-MA
394988,401,"Pocatello,ID",ID,Pocatello,ID,https://www.zillow.com/Pocatello-ID
394994,451,"PortAngeles,WA",WA,PortAngeles,WA,https://www.zillow.com/PortAngeles-WA
394995,112,"PortSt.Lucie,FL",FL,PortSt.Lucie,FL,https://www.zillow.com/PortSt.Lucie-FL
394997,106,"Portland,ME",ME,Portland,ME,https://www.zillow.com/Portland-ME
394998,25,"Portland,OR",OR,Portland,OR,https://www.zillow.com/Portland-OR
395000,305,"Pottsville,PA",PA,Pottsville,PA,https://www.zillow.com/Pottsville-PA
395005,38,"Providence,RI",RI,Providence,RI,https://www.zillow.com/Providence-RI
395006,90,"Provo,UT",UT,Provo,UT,https://www.zillow.com/Provo-UT
395007,257,"Pueblo,CO",CO,Pueblo,CO,https://www.zillow.com/Pueblo-CO
395009,230,"PuntaGorda,FL",FL,PuntaGorda,FL,https://www.zillow.com/PuntaGorda-FL
395010,464,"Quincy,IL",IL,Quincy,IL,https://www.zillow.com/Quincy-IL
395011,229,"Racine,WI",WI,Racine,WI,https://www.zillow.com/Racine-WI
395012,42,"Raleigh,NC",NC,Raleigh,NC,https://www.zillow.com/Raleigh-NC
395013,298,"RapidCity,SD",SD,RapidCity,SD,https://www.zillow.com/RapidCity-SD
395015,130,"Reading,PA",PA,Reading,PA,https://www.zillow.com/Reading-PA
395016,502,"RedBluff,CA",CA,RedBluff,CA,https://www.zillow.com/RedBluff-CA
395018,244,"Redding,CA",CA,Redding,CA,https://www.zillow.com/Redding-CA
395019,116,"Reno,NV",NV,Reno,NV,https://www.zillow.com/Reno-NV
395023,365,"Richmond,KY",KY,Richmond,KY,https://www.zillow.com/Richmond-KY
395022,44,"Richmond,VA",VA,Richmond,VA,https://www.zillow.com/Richmond-VA
395025,13,"Riverside,CA",CA,Riverside,CA,https://www.zillow.com/Riverside-CA
395026,694,"Riverton,WY",WY,Riverton,WY,https://www.zillow.com/Riverton-WY
395028,164,"Roanoke,VA",VA,Roanoke,VA,https://www.zillow.com/Roanoke-VA
395030,205,"Rochester,MN",MN,Rochester,MN,https://www.zillow.com/Rochester-MN
395031,52,"Rochester,NY",NY,Rochester,NY,https://www.zillow.com/Rochester-NY
395033,153,"Rockford,IL",IL,Rockford,IL,https://www.zillow.com/Rockford-IL
395036,294,"RockyMount,NC",NC,RockyMount,NC,https://www.zillow.com/RockyMount-NC
395037,653,"Rolla,MO",MO,Rolla,MO,https://www.zillow.com/Rolla-MO
395039,361,"Roseburg,OR",OR,Roseburg,OR,https://www.zillow.com/Roseburg-OR
395045,26,"Sacramento,CA",CA,Sacramento,CA,https://www.zillow.com/Sacramento-CA
395048,124,"Salem,OR",OR,Salem,OR,https://www.zillow.com/Salem-OR
395050,125,"Salinas,CA",CA,Salinas,CA,https://www.zillow.com/Salinas-CA
395051,129,"Salisbury,MD",DE,Salisbury,MD,https://www.zillow.com/Salisbury-MD
395053,47,"SaltLakeCity,UT",UT,SaltLakeCity,UT,https://www.zillow.com/SaltLakeCity-UT
395055,24,"SanAntonio,TX",TX,SanAntonio,TX,https://www.zillow.com/SanAntonio-TX
395056,17,"SanDiego,CA",CA,SanDiego,CA,https://www.zillow.com/SanDiego-CA
395057,12,"SanFrancisco,CA",CA,SanFrancisco,CA,https://www.zillow.com/SanFrancisco-CA
395059,35,"SanJose,CA",CA,SanJose,CA,https://www.zillow.com/SanJose-CA
395061,174,"SanLuisObispo,CA",CA,SanLuisObispo,CA,https://www.zillow.com/SanLuisObispo-CA
395063,515,"Sanford,NC",NC,Sanford,NC,https://www.zillow.com/Sanford-NC
395065,181,"SantaCruz,CA",CA,SantaCruz,CA,https://www.zillow.com/SantaCruz-CA
753917,123,"SantaMaria,CA",CA,SantaMaria,CA,https://www.zillow.com/SantaMaria-CA
395068,113,"SantaRosa,CA",CA,SantaRosa,CA,https://www.zillow.com/SantaRosa-CA
395070,138,"Savannah,GA",GA,Savannah,GA,https://www.zillow.com/Savannah-GA
395071,524,"Sayre,PA",PA,Sayre,PA,https://www.zillow.com/Sayre-PA
395075,101,"Scranton,PA",PA,Scranton,PA,https://www.zillow.com/Scranton-PA
395077,448,"Searcy,AR",AR,Searcy,AR,https://www.zillow.com/Searcy-AR
395078,15,"Seattle,WA",WA,Seattle,WA,https://www.zillow.com/Seattle-WA
395079,268,"Sebastian,FL",FL,Sebastian,FL,https://www.zillow.com/Sebastian-FL
395080,368,"Sebring,FL",FL,Sebring,FL,https://www.zillow.com/Sebring-FL
395085,443,"Seneca,SC",SC,Seneca,SC,https://www.zillow.com/Seneca-SC
395088,469,"Shawnee,OK",OK,Shawnee,OK,https://www.zillow.com/Shawnee-OK
395089,351,"Sheboygan,WI",WI,Sheboygan,WI,https://www.zillow.com/Sheboygan-WI
395094,309,"Sherman,TX",TX,Sherman,TX,https://www.zillow.com/Sherman-TX
395095,359,"ShowLow,AZ",AZ,ShowLow,AZ,https://www.zillow.com/ShowLow-AZ
395096,140,"Shreveport,LA",LA,Shreveport,LA,https://www.zillow.com/Shreveport-LA
395098,326,"SierraVista,AZ",AZ,SierraVista,AZ,https://www.zillow.com/SierraVista-AZ
395102,297,"SiouxCity,IA",IA,SiouxCity,IA,https://www.zillow.com/SiouxCity-IA
395103,179,"SiouxFalls,SD",SD,SiouxFalls,SD,https://www.zillow.com/SiouxFalls-SD
395107,160,"SouthBend,IN",IN,SouthBend,IN,https://www.zillow.com/SouthBend-IN
395109,158,"Spartanburg,SC",SC,Spartanburg,SC,https://www.zillow.com/Spartanburg-SC
395113,99,"Spokane,WA",WA,Spokane,WA,https://www.zillow.com/Spokane-WA
395114,221,"Springfield,IL",IL,Springfield,IL,https://www.zillow.com/Springfield-IL
395115,84,"Springfield,MA",MA,Springfield,MA,https://www.zillow.com/Springfield-MA
395116,117,"Springfield,MO",MO,Springfield,MO,https://www.zillow.com/Springfield-MO
395117,318,"Springfield,OH",OH,Springfield,OH,https://www.zillow.com/Springfield-OH
395118,226,"St.Cloud,MN",MN,St.Cloud,MN,https://www.zillow.com/St.Cloud-MN
395119,234,"St.George,UT",UT,St.George,UT,https://www.zillow.com/St.George-UT
395120,339,"St.Joseph,MO",MO,St.Joseph,MO,https://www.zillow.com/St.Joseph-MO
395121,20,"St.Louis,MO",MO,St.Louis,MO,https://www.zillow.com/St.Louis-MO
395122,558,"St.Marys,GA",GA,St.Marys,GA,https://www.zillow.com/St.Marys-GA
395125,269,"StateCollege,PA",PA,StateCollege,PA,https://www.zillow.com/StateCollege-PA
395126,441,"Statesboro,GA",GA,Statesboro,GA,https://www.zillow.com/Statesboro-GA
395128,332,"Staunton,VA",VA,Staunton,VA,https://www.zillow.com/Staunton-VA
753921,848,"SteamboatSprings,CO",CO,SteamboatSprings,CO,https://www.zillow.com/SteamboatSprings-CO
395129,664,"Stephenville,TX",TX,Stephenville,TX,https://www.zillow.com/Stephenville-TX
395133,438,"Stillwater,OK",OK,Stillwater,OK,https://www.zillow.com/Stillwater-OK
395134,78,"Stockton,CA",CA,Stockton,CA,https://www.zillow.com/Stockton-CA
395139,307,"Sumter,SC",SC,Sumter,SC,https://www.zillow.com/Sumter-SC
395140,410,"Sunbury,PA",PA,Sunbury,PA,https://www.zillow.com/Sunbury-PA
395143,92,"Syracuse,NY",NY,Syracuse,NY,https://www.zillow.com/Syracuse-NY
395145,444,"Talladega,AL",AL,Talladega,AL,https://www.zillow.com/Talladega-AL
395146,142,"Tallahassee,FL",FL,Tallahassee,FL,https://www.zillow.com/Tallahassee-FL
395148,18,"Tampa,FL",FL,Tampa,FL,https://www.zillow.com/Tampa-FL
395151,233,"TerreHaute,IN",IN,TerreHaute,IN,https://www.zillow.com/TerreHaute-IN
395155,654,"Thomasville,GA",GA,Thomasville,GA,https://www.zillow.com/Thomasville-GA
395157,562,"Tiffin,OH",OH,Tiffin,OH,https://www.zillow.com/Tiffin-OH
395160,94,"Toledo,OH",OH,Toledo,OH,https://www.zillow.com/Toledo-OH
395161,200,"Topeka,KS",KS,Topeka,KS,https://www.zillow.com/Topeka-KS
395162,242,"Torrington,CT",CT,Torrington,CT,https://www.zillow.com/Torrington-CT
395163,284,"TraverseCity,MI",MI,TraverseCity,MI,https://www.zillow.com/TraverseCity-MI
395164,148,"Trenton,NJ",NJ,Trenton,NJ,https://www.zillow.com/Trenton-NJ
395166,388,"Truckee,CA",CA,Truckee,CA,https://www.zillow.com/Truckee-CA
395167,53,"Tucson,AZ",AZ,Tucson,AZ,https://www.zillow.com/Tucson-AZ
395168,369,"Tullahoma,TN",TN,Tullahoma,TN,https://www.zillow.com/Tullahoma-TN
395169,54,"Tulsa,OK",OK,Tulsa,OK,https://www.zillow.com/Tulsa-OK
395171,190,"Tuscaloosa,AL",AL,Tuscaloosa,AL,https://www.zillow.com/Tuscaloosa-AL
395173,358,"TwinFalls,ID",ID,TwinFalls,ID,https://www.zillow.com/TwinFalls-ID
395174,197,"Tyler,TX",TX,Tyler,TX,https://www.zillow.com/Tyler-TX
753924,56,"UrbanHonolulu,HI",HI,UrbanHonolulu,HI,https://www.zillow.com/UrbanHonolulu-HI
395179,172,"Utica,NY",NY,Utica,NY,https://www.zillow.com/Utica-NY
395182,291,"Valdosta,GA",GA,Valdosta,GA,https://www.zillow.com/Valdosta-GA
395183,122,"Vallejo,CA",CA,Vallejo,CA,https://www.zillow.com/Vallejo-CA
395190,389,"Victoria,TX",TX,Victoria,TX,https://www.zillow.com/Victoria-TX
395193,293,"Vineland,NJ",NJ,Vineland,NJ,https://www.zillow.com/Vineland-NJ
395194,37,"VirginiaBeach,VA",VA,VirginiaBeach,VA,https://www.zillow.com/VirginiaBeach-VA
395195,118,"Visalia,CA",CA,Visalia,CA,https://www.zillow.com/Visalia-CA
395197,177,"Waco,TX",TX,Waco,TX,https://www.zillow.com/Waco-TX
395202,232,"WarnerRobins,GA",GA,WarnerRobins,GA,https://www.zillow.com/WarnerRobins-GA
395204,571,"Warrensburg,MO",MO,Warrensburg,MO,https://www.zillow.com/Warrensburg-MO
395205,446,"Warsaw,IN",IN,Warsaw,IN,https://www.zillow.com/Warsaw-IN
395209,6,"Washington,DC",VA,Washington,DC,https://www.zillow.com/Washington-DC
395210,260,"Waterloo,IA",IA,Waterloo,IA,https://www.zillow.com/Waterloo-IA
395213,366,"Watertown,NY",NY,Watertown,NY,https://www.zillow.com/Watertown-NY
395212,423,"Watertown,WI",WI,Watertown,WI,https://www.zillow.com/Watertown-WI
395215,266,"Wausau,WI",WI,Wausau,WI,https://www.zillow.com/Wausau-WI
395217,352,"Weirton,WV",OH,Weirton,WV,https://www.zillow.com/Weirton-WV
395218,342,"Wenatchee,WA",WA,Wenatchee,WA,https://www.zillow.com/Wenatchee-WA
395221,310,"Wheeling,WV",OH,Wheeling,WV,https://www.zillow.com/Wheeling-WV
395222,372,"Whitewater,WI",WI,Whitewater,WI,https://www.zillow.com/Whitewater-WI
395223,281,"WichitaFalls,TX",TX,WichitaFalls,TX,https://www.zillow.com/WichitaFalls-TX
395224,93,"Wichita,KS",KS,Wichita,KS,https://www.zillow.com/Wichita-KS
395225,357,"Williamsport,PA",PA,Williamsport,PA,https://www.zillow.com/Williamsport-PA
395229,167,"Wilmington,NC",NC,Wilmington,NC,https://www.zillow.com/Wilmington-NC
395231,437,"Wilson,NC",NC,Wilson,NC,https://www.zillow.com/Wilson-NC
395232,303,"Winchester,VA",VA,Winchester,VA,https://www.zillow.com/Winchester-VA
395235,87,"Winston,NC",NC,Winston,NC,https://www.zillow.com/Winston-NC
395237,349,"Wooster,OH",OH,Wooster,OH,https://www.zillow.com/Wooster-OH
395238,58,"Worcester,MA",MA,Worcester,MA,https://www.zillow.com/Worcester-MA
395240,191,"Yakima,WA",WA,Yakima,WA,https://www.zillow.com/Yakima-WA
395244,121,"York,PA",PA,York,PA,https://www.zillow.com/York-PA
395245,107,"Youngstown,OH",OH,Youngstown,OH,https://www.zillow.com/Youngstown-OH
395246,246,"YubaCity,CA",CA,YubaCity,CA,https://www.zillow.com/YubaCity-CA
395247,210,"Yuma,AZ",AZ,Yuma,AZ,https://www.zillow.com/Yuma-AZ
395248,418,"Zanesville,OH",OH,Zanesville,OH,https://www.zillow.com/Zanesville-OH
